Date,Time,Region,Spot,Wave_Height_ft,Surfline_Wave_Height_ft,Wind_Direction,Wind_Strength_mph,Observation_Type,Entered_By,Notes
5/19/2026,6:30:00 PM,Northern California,Steamer Lane Point,3,4.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,2,4.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Steamer Lane Point,3,4.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,0,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Steamer Lane Point,1.5,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,3,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Steamer Lane Point,2.5,3.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,0.5,,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,2,3.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Steamer Lane Point,1,3.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Steamer Lane Point,2,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Steamer Lane Point,4,2.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,3,2.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Steamer Lane Point,3.5,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,0,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Steamer Lane Point,2.5,2.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,2.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Steamer Lane Point,2.5,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,2,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Steamer Lane Point,3,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,2.5,,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,2.5,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Steamer Lane Point,2.5,2.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Mitchell's,1,2.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Mitchell's,0.5,2.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Mitchell's,1,3.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Mitchell's,1,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Mitchell's,0.5,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Mitchell's,1.5,3.5,,,Online Cam,Garrett,
5/21/2026,10:00:00 AM,Northern California,Mitchell's,1,3.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Mitchell's,1.5,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Mitchell's,1,2.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Mitchell's,1,3.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Mitchell's,1,3.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Mitchell's,0.5,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Mitchell's,1,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Mitchell's,0.5,2.5,,,Online Cam,Garrett,
5/24/2026,7:00:00 PM,Northern California,Waddell Creek Beach,3.5,,,,Standing on shore,Garrett,
5/24/2026,7:00:00 PM,Northern California,Waddell Creek Reef,4,,,,Standing on shore,Garrett,
5/24/2026,7:00:00 PM,Northern California,Scott Creek,4.5,,,,Standing on shore,Garrett,
5/24/2026,7:30:00 PM,Northern California,Swift Street,3,,,,Standing on shore,Garrett,
5/24/2026,7:30:00 PM,Northern California,Mitchell's,2.5,,,,Standing on shore,Garrett,
5/25/2026,6:00:00 AM,Northern California,Waddell Creek Beach,3.5,,,,Standing on shore,Garrett,
5/25/2026,6:00:00 AM,Northern California,Waddell Creek Reef,4,,,,Standing on shore,Garrett,
5/25/2026,6:00:00 AM,Northern California,Scott Creek,4.5,,,,Standing on shore,Garrett,
5/24/2026,8:00:00 AM,Northern California,Manresa,1,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Manresa,2,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Manresa,3,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Manresa,5,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Manresa,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Manresa,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Manresa,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Manresa,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Manresa,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Manresa,7,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Manresa,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Manresa,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Capitola,1,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Capitola,2,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Capitola,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Capitola,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Capitola,1,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Privates,2,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Privates,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Privates,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Privates,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Privates,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
5/25/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
5/26/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
5/26/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
5/26/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,3.5,,,,Online Cam,Garrett,
5/27/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
5/27/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
5/27/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
5/24/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,2,,,,Online Cam,Garrett,
5/24/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,2,,,,Online Cam,Garrett,
5/24/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,2.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,2.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,2.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,3,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,3.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,3.5,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,4,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,7,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,7,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,26th Ave,1.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,26th Ave,2.5,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,26th Ave,3,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,26th Ave,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,26th Ave,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Cowells,.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/24/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
5/24/2026,8:00:00 AM,Northern California,Steamer Lane Point,3,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,3,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Steamer Lane Point,3.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,4,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,2:00:00 PM,Northern California,Steamer Lane Point,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,7,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Steamer Lane Point,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,0.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Mitchell's,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Mitchell's,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Mitchell's,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Mitchell's,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Ocean Beach South,1.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Ocean Beach South,2,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Ocean Beach South,3,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Ocean Beach South,2.5,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Ocean Beach South,2,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Ocean Beach South,2.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Ocean Beach South,3,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Ocean Beach South,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Ocean Beach South,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Ocean Beach South,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Ocean Beach South,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Ocean Beach South,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Ocean Beach Central,1,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Ocean Beach Central,3,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Ocean Beach Central,3,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Ocean Beach Central,4.5,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Ocean Beach Central,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Ocean Beach Central,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Ocean Beach Central,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Ocean Beach Central,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,6:30:00 PM,Northern California,Ocean Beach Central,7,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Ocean Beach Central,6,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Ocean Beach Central,5.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,6:30:00 PM,Northern California,Ocean Beach Central,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/24/2026,8:00:00 AM,Northern California,Ocean Beach North,1.5,,,,Online Cam,Garrett,
5/24/2026,2:00:00 PM,Northern California,Ocean Beach North,2,,,,Online Cam,Garrett,
5/24/2026,6:30:00 PM,Northern California,Ocean Beach North,2,,,,Online Cam,Garrett,
5/25/2026,8:00:00 AM,Northern California,Ocean Beach North,3,,,,Online Cam,Garrett,
5/25/2026,2:00:00 PM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/25/2026,6:30:00 PM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,8:00:00 AM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/26/2026,2:00:00 PM,Northern California,Ocean Beach North,5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,8:00:00 AM,Northern California,Ocean Beach North,4.5,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/27/2026,2:00:00 PM,Northern California,Ocean Beach North,4,,,,Online Cam,Garrett,CDIP Obs > CDIP Forecast
5/28/2026,2:00:00 PM,Northern California,Ocean Beach South,8,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Ocean Beach Central,9,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Ocean Beach North,4.5,,,,Online Cam,Garrett,
5/28/2026,2:30:00 PM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
